Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
Male,Loyal Customer,39,Business travel,Business,2315,2,2,4,2,4,3,5,5,5,5,5,3,5,5,0.0,0.0,satisfied
Female,Loyal Customer,29,Business travel,Business,1294,1,1,1,1,4,4,4,4,4,3,5,3,4,4,0.0,5.0,satisfied
Male,Loyal Customer,49,Business travel,Eco,1049,2,4,4,4,2,2,2,2,1,4,3,2,4,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,1535,5,0,3,3,5,3,4,5,5,4,5,4,4,5,0.0,0.0,satisfied
Female,disloyal Customer,33,Business travel,Business,1606,3,3,3,3,1,3,1,1,3,3,4,5,5,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,28,Business travel,Business,2994,2,4,2,2,2,2,2,2,1,2,3,2,4,2,20.0,20.0,neutral or dissatisfied
Female,Loyal Customer,27,Personal Travel,Eco,2005,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0.0,0.0,satisfied
Male,Loyal Customer,56,Business travel,Business,1270,5,5,5,5,5,4,5,5,5,5,5,3,5,4,0.0,0.0,satisfied
Female,Loyal Customer,53,Business travel,Eco Plus,1886,5,4,4,4,1,4,5,5,5,5,5,4,5,2,24.0,13.0,satisfied
Female,Loyal Customer,56,Business travel,Business,3217,2,2,2,2,2,5,5,3,3,4,3,3,3,5,3.0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Eco,1377,5,3,3,3,5,5,5,5,2,5,3,2,3,5,38.0,17.0,satisfied
Male,Loyal Customer,64,Personal Travel,Eco,3683,2,4,2,1,2,2,2,2,5,4,4,5,5,2,0.0,20.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,3433,4,1,4,4,3,4,4,5,5,5,5,4,5,5,19.0,43.0,satisfied
Male,Loyal Customer,59,Personal Travel,Business,654,1,5,1,5,4,4,5,3,3,1,3,3,3,5,0.0,7.0,neutral or dissatisfied
Female,Loyal Customer,47,Personal Travel,Eco,374,5,5,2,5,4,5,5,2,2,2,2,3,2,3,0.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,2942,0,0,0,1,3,5,4,2,2,2,2,3,2,3,8.0,0.0,satisfied
Male,Loyal Customer,24,Business travel,Business,3030,5,5,5,5,4,4,4,4,4,4,4,3,5,4,0.0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Business,1140,2,4,3,3,4,3,4,4,4,2,4,4,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,2701,3,3,3,3,4,5,4,4,4,4,4,5,4,3,0.0,0.0,satisfied
Female,Loyal Customer,54,Business travel,Eco,879,4,3,3,3,4,1,3,4,4,4,4,1,4,2,0.0,7.0,satisfied
Female,Loyal Customer,53,Business travel,Business,1230,3,3,5,3,3,4,5,5,5,5,5,3,5,4,0.0,7.0,satisfied
Female,Loyal Customer,35,Personal Travel,Eco,2164,1,1,1,1,2,5,5,4,4,5,4,4,4,5,26.0,95.0,satisfied
Male,Loyal Customer,25,Business travel,Eco,1989,4,1,1,1,4,4,2,4,1,5,3,2,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Eco Plus,2200,3,2,2,2,4,3,4,4,3,3,4,3,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,3453,3,5,3,2,5,3,5,5,1,4,4,5,5,5,16.0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco,320,5,5,5,5,3,4,5,5,5,5,5,4,5,5,0.0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,1746,2,3,2,2,3,5,5,5,5,5,5,5,5,5,0.0,0.0,satisfied
Male,Loyal Customer,36,Business travel,Business,3490,5,5,5,5,4,5,5,5,5,5,5,4,5,3,8.0,2.0,satisfied
Female,Loyal Customer,31,Business travel,Business,4423,1,1,1,1,4,4,4,4,3,5,1,5,5,4,21.0,9.0,satisfied
Male,Loyal Customer,39,Personal Travel,Eco,1546,3,5,0,5,2,0,2,2,3,2,5,5,4,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,18,Personal Travel,Eco,2273,3,5,3,2,5,3,5,5,4,5,3,3,2,5,0.0,2.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,3530,2,2,3,2,4,4,4,4,4,4,4,3,4,5,0.0,0.0,satisfied
Male,Loyal Customer,68,Business travel,Eco,2428,2,4,4,4,2,2,2,2,3,5,3,1,3,2,37.0,24.0,neutral or dissatisfied
Female,Loyal Customer,61,Personal Travel,Eco,784,1,1,1,1,5,4,4,4,4,4,4,3,4,4,60.0,69.0,satisfied
Male,Loyal Customer,39,Business travel,Business,623,2,2,2,2,5,4,4,5,5,5,5,3,5,4,0.0,0.0,satisfied
Male,Loyal Customer,25,Personal Travel,Eco,2207,3,5,3,3,4,3,4,4,3,5,2,3,5,4,4.0,0.0,neutral or dissatisfied
Female,Loyal Customer,11,Personal Travel,Eco,3841,4,1,1,1,4,4,4,4,5,1,5,3,2,4,0.0,0.0,satisfied
Male,Loyal Customer,63,Personal Travel,Eco Plus,1643,2,2,2,2,3,2,2,3,3,5,3,4,3,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,65,Business travel,Eco,501,5,5,5,5,5,2,1,5,5,5,5,3,5,1,0.0,0.0,satisfied
Female,Loyal Customer,45,Personal Travel,Eco,245,3,3,3,3,5,4,4,4,4,4,4,5,4,5,24.0,24.0,satisfied
Male,Loyal Customer,30,Business travel,Business,2545,1,4,4,4,1,1,1,1,1,4,1,2,2,1,37.0,35.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Business,3827,4,0,4,3,4,4,4,4,4,2,4,5,5,4,0.0,0.0,satisfied
Male,Loyal Customer,35,Business travel,Business,1048,1,1,1,1,3,5,4,4,4,4,4,5,4,4,0.0,0.0,satisfied
Male,Loyal Customer,71,Business travel,Eco,1142,4,3,3,3,4,4,4,4,1,1,3,4,3,4,23.0,6.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,3586,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0.0,0.0,satisfied
Male,Loyal Customer,27,Personal Travel,Eco,1782,4,4,4,3,4,4,4,4,4,5,4,4,5,4,0.0,0.0,satisfied
Female,Loyal Customer,51,Business travel,Business,881,2,3,3,3,1,4,3,2,2,2,2,3,2,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,Personal Travel,Eco,3974,3,1,3,2,3,4,4,1,2,3,3,4,2,4,43.0,30.0,neutral or dissatisfied
Female,Loyal Customer,22,Business travel,Eco Plus,2010,2,1,1,1,2,2,2,2,4,4,3,1,4,2,5.0,1.0,neutral or dissatisfied
Male,disloyal Customer,34,Business travel,Business,1848,3,2,2,2,2,2,2,2,5,2,5,3,5,2,0.0,9.0,neutral or dissatisfied
Male,disloyal Customer,21,Business travel,Eco,1566,2,3,2,3,1,2,1,1,1,3,3,2,4,1,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,21,Business travel,Eco,1466,1,0,1,4,4,1,4,4,3,4,4,4,5,4,0.0,4.0,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco,1809,5,5,5,4,4,5,4,4,1,3,3,4,2,4,32.0,36.0,satisfied
Male,disloyal Customer,27,Business travel,Business,2533,4,4,4,3,2,4,2,2,3,3,4,5,4,2,0.0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,1750,4,4,4,4,2,3,4,5,5,5,5,5,5,3,0.0,0.0,satisfied
Female,disloyal Customer,32,Business travel,Eco,1679,3,4,3,3,2,3,5,2,3,3,4,3,4,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,66,Business travel,Business,304,5,5,5,5,4,4,2,4,4,4,4,4,4,2,0.0,0.0,satisfied
Female,Loyal Customer,17,Personal Travel,Eco,1639,3,3,3,3,4,4,4,5,5,5,5,3,5,5,20.0,17.0,satisfied
Female,Loyal Customer,56,Business travel,Business,3543,5,5,5,5,4,5,5,5,5,5,5,3,5,3,0.0,0.0,satisfied
Female,Loyal Customer,25,Business travel,Eco Plus,2103,5,2,3,2,5,5,5,5,5,4,2,1,3,5,0.0,0.0,satisfied
Female,Loyal Customer,52,Business travel,Business,1747,1,1,1,1,3,3,5,5,5,5,5,4,5,4,22.0,17.0,satisfied
Female,disloyal Customer,28,Business travel,Eco,2638,3,3,3,4,2,3,2,2,4,3,3,4,3,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,1642,5,5,5,5,4,4,5,4,4,4,4,4,4,4,0.0,0.0,satisfied
Male,disloyal Customer,14,Business travel,Eco,2578,3,3,3,1,5,3,1,5,3,2,5,4,5,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,4706,1,1,1,1,5,5,5,5,5,4,4,3,5,5,1.0,0.0,satisfied
Female,Loyal Customer,45,Business travel,Business,2673,5,3,5,5,5,5,1,5,5,5,5,5,5,2,0.0,0.0,satisfied
Male,Loyal Customer,32,Personal Travel,Eco,1057,2,4,0,3,1,0,1,1,3,3,4,3,4,1,2.0,3.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,1451,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0.0,0.0,satisfied
Male,Loyal Customer,24,Business travel,Business,3387,2,2,2,2,2,2,2,2,2,5,2,4,4,2,12.0,39.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,1451,4,5,2,2,4,4,4,4,1,1,3,1,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,1399,2,2,2,2,5,5,5,5,5,5,5,3,5,5,0.0,10.0,satisfied
Female,Loyal Customer,22,Business travel,Business,2860,3,5,3,3,4,4,4,4,3,1,2,4,4,4,0.0,0.0,satisfied
Male,Loyal Customer,67,Personal Travel,Eco,1832,3,5,0,2,4,0,4,4,5,2,4,4,5,4,106.0,102.0,neutral or dissatisfied
Male,Loyal Customer,10,Personal Travel,Eco,3401,3,4,3,4,1,3,1,1,2,2,3,4,4,1,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,1345,2,3,2,4,3,2,3,3,3,2,2,1,5,3,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Eco,1972,1,2,1,3,4,1,4,4,1,1,3,1,3,4,0.0,10.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Eco,97,1,4,4,4,2,3,4,1,1,1,1,2,1,2,14.0,9.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Eco,1975,3,3,3,2,3,3,3,3,3,3,2,2,2,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,39,Personal Travel,Eco,1300,4,2,4,4,2,4,2,2,3,4,3,4,4,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Eco Plus,1723,2,2,2,2,2,2,2,2,2,1,4,1,3,2,52.0,47.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,2310,5,5,5,5,2,5,4,5,5,5,5,4,5,3,11.0,5.0,satisfied
Female,Loyal Customer,72,Business travel,Business,2683,1,1,2,1,3,4,5,4,4,4,5,3,4,5,4.0,0.0,satisfied
Male,Loyal Customer,21,Personal Travel,Eco Plus,1225,3,3,3,1,1,3,1,1,2,1,5,2,5,1,1.0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,2879,2,2,2,2,5,5,5,4,3,4,4,5,3,5,5.0,1.0,satisfied
Male,Loyal Customer,31,Business travel,Eco Plus,1667,0,0,0,4,3,0,3,3,3,4,3,5,3,3,0.0,0.0,satisfied
Female,Loyal Customer,33,Personal Travel,Eco,1911,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0.0,0.0,satisfied
Female,Loyal Customer,24,Business travel,Business,3483,5,5,5,5,4,4,3,4,3,4,1,4,5,4,0.0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Business,3300,5,5,5,5,4,1,4,4,4,4,4,2,4,3,0.0,0.0,satisfied
Female,disloyal Customer,21,Business travel,Eco,2091,5,5,5,2,5,1,3,1,4,1,4,3,3,3,0.0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Business,478,5,5,5,5,5,5,5,3,3,4,3,3,3,5,0.0,0.0,satisfied
Female,disloyal Customer,39,Business travel,Eco,1352,2,4,2,3,5,2,5,5,4,3,3,3,4,5,29.0,27.0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,2175,5,5,5,5,4,4,4,4,3,3,5,5,4,4,9.0,0.0,satisfied
Female,Loyal Customer,25,Personal Travel,Eco,1793,0,4,0,4,3,4,4,1,1,0,1,3,1,4,43.0,35.0,satisfied
Male,Loyal Customer,32,Personal Travel,Eco,3063,3,2,3,4,5,3,3,5,4,2,3,1,3,5,1.0,23.0,neutral or dissatisfied
Male,Loyal Customer,70,Personal Travel,Business,643,3,4,3,1,5,4,4,2,2,3,2,4,2,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,1901,2,2,2,2,5,5,4,4,4,4,4,3,4,4,7.0,0.0,satisfied
Female,Loyal Customer,9,Business travel,Business,4535,3,3,3,3,3,3,3,3,5,3,4,3,4,3,0.0,0.0,satisfied
Female,Loyal Customer,36,Personal Travel,Eco,3992,3,3,4,3,2,5,5,5,5,5,5,3,5,4,2.0,25.0,satisfied
Female,Loyal Customer,57,Business travel,Business,2344,5,5,2,5,3,4,4,4,4,4,4,3,4,4,0.0,0.0,satisfied
Female,Loyal Customer,55,Business travel,Business,2948,1,3,1,1,2,5,5,2,2,2,2,4,2,4,0.0,0.0,satisfied
Female,Loyal Customer,60,Personal Travel,Eco,1113,4,4,4,4,3,4,4,4,4,5,4,4,4,3,49.0,36.0,satisfied
Female,Loyal Customer,15,Business travel,Business,5063,3,1,3,3,5,5,5,5,4,5,4,3,3,5,0.0,0.0,satisfied
Female,disloyal Customer,29,Business travel,Business,1705,1,1,1,3,3,1,5,3,5,2,4,3,5,3,55.0,50.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,4779,1,1,1,1,5,4,5,5,5,5,4,5,5,5,7.0,0.0,satisfied
Female,Loyal Customer,67,Personal Travel,Eco,253,3,3,3,3,4,4,4,4,5,4,5,3,5,4,34.0,15.0,satisfied
Female,Loyal Customer,55,Business travel,Business,373,2,2,1,2,2,5,4,5,5,5,5,4,5,4,3.0,7.0,satisfied
Male,Loyal Customer,45,Business travel,Business,3153,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0.0,3.0,satisfied
Male,disloyal Customer,22,Business travel,Eco,1301,2,0,2,5,1,2,1,1,4,5,3,4,4,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,Business travel,Eco Plus,1223,4,2,2,2,4,4,4,4,3,3,4,2,5,4,0.0,0.0,satisfied
Female,Loyal Customer,69,Personal Travel,Eco,468,3,5,4,3,2,5,4,3,3,4,3,3,3,5,82.0,74.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,1623,2,1,1,1,5,4,4,2,2,2,2,1,2,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,15,Business travel,Business,4721,2,2,2,2,5,5,5,5,5,3,5,3,4,5,0.0,0.0,satisfied
Male,Loyal Customer,44,Personal Travel,Eco,1960,3,5,3,1,4,3,4,4,4,2,4,4,4,4,5.0,6.0,neutral or dissatisfied
Female,Loyal Customer,26,Personal Travel,Eco,2676,3,3,3,3,3,5,4,5,5,5,5,3,5,5,0.0,0.0,satisfied
Male,disloyal Customer,21,Business travel,Eco,4145,2,2,2,3,2,5,5,1,3,1,2,5,4,5,10.0,21.0,neutral or dissatisfied
Male,Loyal Customer,25,Personal Travel,Eco,2764,3,4,3,4,2,3,2,2,5,5,5,4,5,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,1311,4,5,4,3,4,4,4,4,4,3,4,3,5,4,0.0,0.0,satisfied
Female,Loyal Customer,30,Business travel,Eco,1264,1,4,3,3,1,1,1,1,2,5,3,1,3,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,67,Personal Travel,Eco,2362,5,5,2,5,4,5,4,5,5,5,5,5,5,4,0.0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Eco Plus,568,1,4,4,4,5,3,3,1,1,1,1,4,1,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,28,Personal Travel,Eco Plus,2346,2,2,2,3,1,2,1,1,4,2,4,4,4,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,21,Business travel,Eco,1722,0,4,0,4,3,0,3,3,2,3,1,4,3,3,0.0,0.0,satisfied
Male,Loyal Customer,45,Personal Travel,Eco,1611,4,3,3,4,3,3,3,3,2,5,3,1,3,3,1.0,0.0,neutral or dissatisfied
Male,Loyal Customer,8,Personal Travel,Business,2150,3,2,3,3,5,3,5,5,1,4,3,2,4,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Personal Travel,Eco,2239,4,5,4,4,2,4,2,2,5,4,5,5,1,2,0.0,32.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Eco,2201,3,3,2,3,3,3,3,3,4,4,3,3,2,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Personal Travel,Eco,1990,3,5,3,2,4,3,2,4,4,5,4,5,5,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,1491,4,1,4,2,1,4,1,1,3,4,1,3,1,1,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,40,Business travel,Business,903,3,3,3,3,3,3,3,3,4,2,3,1,3,3,4.0,20.0,neutral or dissatisfied
Female,Loyal Customer,59,Personal Travel,Eco,493,3,3,3,3,5,4,4,4,4,4,4,4,4,3,4.0,0.0,satisfied
Male,Loyal Customer,30,Business travel,Business,3339,3,1,1,1,3,2,3,3,1,3,2,2,3,3,1.0,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Personal Travel,Eco,3460,1,2,1,2,5,1,5,5,2,2,3,1,2,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,1591,1,5,5,5,1,4,3,1,1,1,1,4,1,4,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,17,Business travel,Eco,1790,2,0,2,3,4,2,4,4,4,3,5,5,5,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco Plus,1548,2,5,2,3,1,2,1,1,3,1,2,4,4,1,89.0,92.0,neutral or dissatisfied
Female,Loyal Customer,40,Personal Travel,Eco,1225,5,1,1,1,5,1,5,5,5,5,5,2,5,3,0.0,0.0,satisfied
Male,disloyal Customer,35,Business travel,Business,4076,3,3,3,3,3,3,3,4,3,5,5,3,5,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Eco,490,3,2,2,2,4,3,2,3,3,3,3,1,3,1,7.0,9.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,2232,4,4,4,4,5,5,4,2,2,2,2,5,2,3,23.0,26.0,satisfied
Male,disloyal Customer,17,Business travel,Eco,1433,3,3,4,3,3,4,3,3,3,2,4,4,3,3,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,3865,5,5,5,3,2,5,2,2,5,2,5,5,5,2,0.0,0.0,satisfied
Female,Loyal Customer,50,Personal Travel,Eco,649,2,2,2,2,3,3,3,3,1,4,3,2,2,3,0.0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,2239,4,4,4,4,2,4,5,4,4,4,4,5,4,3,1.0,0.0,satisfied
Female,disloyal Customer,41,Business travel,Eco,2031,2,3,2,3,3,2,3,3,2,5,4,2,3,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,425,1,1,1,1,3,5,5,4,4,5,4,5,4,5,0.0,8.0,satisfied
Male,Loyal Customer,26,Business travel,Business,4716,5,5,3,5,4,4,4,4,1,5,4,1,2,4,19.0,12.0,satisfied
Female,Loyal Customer,57,Personal Travel,Eco,1114,0,4,0,4,2,3,2,2,2,2,2,5,2,5,0.0,1.0,satisfied
Male,Loyal Customer,59,Business travel,Business,3713,2,2,2,2,5,5,4,5,5,5,5,4,5,4,1.0,0.0,satisfied
Male,disloyal Customer,35,Business travel,Eco,1413,3,5,2,2,5,2,1,5,3,3,1,2,2,5,9.0,4.0,neutral or dissatisfied
Male,Loyal Customer,29,Personal Travel,Eco,2353,5,5,5,3,2,5,2,2,2,1,1,4,4,2,0.0,0.0,satisfied
Male,Loyal Customer,58,Business travel,Business,529,2,2,3,2,3,3,3,2,2,2,2,1,2,1,0.0,18.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Eco,1969,1,1,3,1,4,3,3,1,1,1,1,1,1,4,33.0,30.0,neutral or dissatisfied
Male,Loyal Customer,38,Personal Travel,Eco Plus,2406,2,4,2,2,1,2,3,1,3,3,5,3,5,1,12.0,34.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,3526,3,3,3,3,5,5,4,5,5,4,1,3,3,5,0.0,0.0,satisfied
Male,Loyal Customer,46,Business travel,Eco,2069,4,1,1,1,4,4,4,4,4,5,2,5,2,4,0.0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,2395,3,3,3,3,4,5,5,3,3,3,3,3,3,4,0.0,0.0,satisfied
Female,Loyal Customer,62,Personal Travel,Eco,88,2,2,3,2,2,5,4,5,5,5,5,5,5,5,0.0,0.0,satisfied
Female,Loyal Customer,64,Personal Travel,Business,623,4,4,3,4,5,4,4,2,2,3,2,4,2,5,0.0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Business,2180,1,1,1,1,5,5,5,2,2,2,2,5,2,4,1.0,1.0,satisfied
Male,disloyal Customer,36,Business travel,Eco,1355,2,2,2,4,2,2,2,2,1,5,3,2,3,2,18.0,14.0,neutral or dissatisfied
Male,Loyal Customer,57,Personal Travel,Eco Plus,2402,4,5,4,2,1,4,1,1,4,4,4,5,1,1,0.0,10.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,1036,3,3,3,3,4,5,5,4,4,4,4,5,4,4,5.0,1.0,satisfied
Male,Loyal Customer,59,Personal Travel,Eco,1997,5,4,5,4,5,5,4,5,5,3,4,3,5,5,0.0,0.0,satisfied
Female,disloyal Customer,27,Business travel,Eco,1956,4,2,5,3,4,5,4,4,3,4,3,2,3,4,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Eco,1238,4,2,4,3,4,4,4,4,1,4,3,2,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Personal Travel,Eco,1961,3,4,0,3,5,0,5,5,1,2,5,2,5,5,0.0,12.0,neutral or dissatisfied
Male,Loyal Customer,35,Personal Travel,Eco,2395,2,3,2,3,2,2,2,2,4,4,2,5,2,2,9.0,5.0,neutral or dissatisfied
Male,disloyal Customer,16,Business travel,Business,1674,4,5,4,1,2,4,2,2,2,1,4,5,4,2,0.0,0.0,satisfied
Male,Loyal Customer,27,Business travel,Business,3093,5,5,5,5,4,4,4,4,4,2,1,2,3,4,0.0,0.0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco,1791,4,1,5,3,4,5,4,4,1,5,3,1,4,4,3.0,0.0,neutral or dissatisfied
Female,disloyal Customer,24,Business travel,Business,1683,4,0,4,2,2,4,2,2,3,4,5,5,4,2,0.0,0.0,satisfied
Female,Loyal Customer,43,Business travel,Business,2808,2,2,2,2,3,4,4,4,4,4,4,4,4,5,3.0,5.0,satisfied
Female,Loyal Customer,60,Business travel,Business,1166,3,3,3,3,2,4,4,4,4,5,4,4,4,5,0.0,10.0,satisfied
Male,Loyal Customer,55,Business travel,Business,3401,5,5,5,5,3,4,4,5,5,5,5,5,5,5,0.0,6.0,satisfied
Female,Loyal Customer,9,Personal Travel,Eco,1994,5,3,3,3,3,4,2,5,5,5,5,2,5,2,13.0,0.0,satisfied
Female,Loyal Customer,58,Business travel,Business,1728,2,2,2,2,5,5,1,5,5,5,5,2,5,3,0.0,0.0,satisfied
Female,Loyal Customer,65,Business travel,Eco,287,2,1,1,1,2,2,1,2,2,2,2,4,2,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco Plus,2239,3,5,3,3,2,3,2,2,4,5,5,3,1,2,13.0,21.0,neutral or dissatisfied
Female,disloyal Customer,34,Business travel,Eco,1917,2,0,2,3,4,2,4,4,5,2,5,5,3,4,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,43,Business travel,Eco,1858,2,2,2,2,4,2,1,4,4,1,2,2,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,1620,3,3,3,3,2,4,5,5,5,5,5,5,5,3,0.0,15.0,satisfied
Female,Loyal Customer,54,Business travel,Business,2417,4,4,4,4,4,5,5,4,4,4,4,4,4,5,0.0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,321,1,1,1,1,5,4,5,5,5,5,5,5,5,4,0.0,52.0,satisfied
Male,Loyal Customer,53,Personal Travel,Eco,2287,1,5,1,5,2,1,2,2,5,3,5,5,4,2,21.0,17.0,neutral or dissatisfied
Female,Loyal Customer,67,Personal Travel,Eco,1247,2,4,4,4,3,3,3,2,2,2,2,5,2,1,0.0,0.0,satisfied
Female,Loyal Customer,16,Personal Travel,Eco,1284,1,1,1,1,3,5,4,4,4,4,4,4,4,4,0.0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,2205,3,3,3,3,1,3,4,3,3,3,3,1,3,2,5.0,23.0,neutral or dissatisfied
Male,Loyal Customer,49,Personal Travel,Eco,1492,3,5,0,3,5,0,5,5,4,3,5,2,1,5,58.0,45.0,neutral or dissatisfied
Female,disloyal Customer,28,Business travel,Business,1650,2,1,1,4,4,1,4,4,4,5,4,5,4,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Eco,2167,2,3,2,3,1,3,2,2,2,2,2,4,2,3,40.0,16.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Eco Plus,3204,1,5,5,5,1,1,2,1,2,3,2,1,3,1,44.0,31.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Eco,2246,3,4,4,4,3,3,3,3,2,4,4,1,3,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Eco,1076,3,4,4,4,3,4,3,3,3,2,4,5,5,3,0.0,0.0,satisfied
Male,Loyal Customer,20,Business travel,Eco Plus,2353,0,3,0,2,2,0,2,2,2,1,4,2,2,2,18.0,9.0,satisfied
Male,Loyal Customer,59,Business travel,Eco,1819,4,1,1,1,4,4,4,4,3,4,4,1,5,4,0.0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,3718,2,2,2,2,5,1,2,2,2,2,2,1,2,1,0.0,5.0,neutral or dissatisfied
Male,disloyal Customer,40,Business travel,Business,1332,5,5,5,2,1,5,1,1,4,1,3,1,2,1,10.0,17.0,satisfied
Female,Loyal Customer,55,Business travel,Eco,736,2,4,4,4,1,3,4,2,2,2,2,4,2,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,1493,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0.0,0.0,satisfied
Female,Loyal Customer,49,Business travel,Business,2052,5,5,5,5,2,1,2,4,4,4,4,5,4,4,0.0,0.0,satisfied
