Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Seat Comfort,Departure/Arrival Time Convenient,Food and Drink,Gate Location,Inflight Wifi Service,Inflight Entertainment,Online Support,Ease of Online Booking,On-board Service,Leg Room Service,Baggage Handling,Check-in Service,Cleanliness,Online Boarding,Satisfaction
Female,Loyal,54,Business,Eco Plus,253,0.0,0.0,5,2,2,2,2,2,4,5,5,5,5,5,5,5,Satisfied
Female,Loyal,47,Business,Business,832,2.0,0.0,3,3,3,3,2,4,4,5,5,5,5,4,5,5,Satisfied
Male,Disloyal,27,Business,Business,2158,0.0,106.0,2,3,3,4,5,3,5,5,3,2,3,2,4,5,Dissatisfied
Male,Loyal,39,Business,Eco,1597,83.0,70.0,5,3,4,4,5,5,5,5,3,5,5,2,5,5,Satisfied
Female,Loyal,33,Business,Business,2339,10.0,68.0,1,1,1,1,2,2,2,5,4,4,5,2,4,2,Satisfied
Male,Loyal,36,Business,Business,3235,0.0,0.0,3,5,5,5,3,4,3,3,3,3,3,3,3,3,Dissatisfied
Male,Loyal,56,Personal,Business,649,13.0,12.0,1,4,1,3,2,1,1,4,4,1,4,3,4,1,Dissatisfied
Female,Disloyal,85,Business,Business,2057,0.0,0.0,2,2,2,3,2,3,3,1,2,2,2,3,2,3,Dissatisfied
Male,Loyal,41,Business,Business,2626,0.0,0.0,1,1,1,1,5,5,5,3,3,3,4,5,4,5,Satisfied
Male,Disloyal,22,Business,Eco,3908,37.0,18.0,4,4,4,3,1,4,1,1,2,3,4,2,4,1,Dissatisfied
Female,Loyal,11,Business,Business,3876,85.0,43.0,3,3,4,3,4,4,4,4,4,2,3,5,4,4,Satisfied
Female,Loyal,31,Personal,Eco,2200,0.0,0.0,5,5,2,5,5,5,4,4,4,4,4,4,4,4,Satisfied
Male,Disloyal,25,Business,Eco,2877,0.0,0.0,3,3,3,3,4,3,4,4,1,2,4,1,3,4,Dissatisfied
Male,Loyal,38,Personal,Eco,3499,14.0,9.0,2,5,2,1,5,2,5,5,4,2,3,3,5,5,Dissatisfied
Male,Loyal,24,Personal,Eco,1364,0.0,0.0,2,3,2,2,5,2,5,5,3,2,2,1,3,5,Dissatisfied
Male,Loyal,46,Personal,Eco,2499,0.0,0.0,2,4,2,3,4,2,4,4,4,5,4,4,5,4,Dissatisfied
Male,Loyal,50,Business,Business,2792,7.0,0.0,5,5,5,5,4,5,5,2,2,2,2,4,2,5,Satisfied
Female,Loyal,56,Personal,Eco,1404,0.0,0.0,5,5,5,3,5,4,4,1,1,5,1,4,1,4,Satisfied
Male,Disloyal,49,Personal,Eco,2487,2.0,0.0,4,4,4,3,4,4,4,4,3,4,3,3,4,4,Satisfied
Male,Loyal,56,Personal,Eco,1657,0.0,0.0,3,5,3,3,5,3,5,5,4,2,4,4,4,5,Dissatisfied
Female,Disloyal,24,Business,Eco,2209,0.0,0.0,4,4,4,3,3,4,5,3,4,5,4,4,4,3,Dissatisfied
Male,Loyal,58,Business,Business,1659,58.0,67.0,1,1,1,1,5,5,4,5,5,5,5,3,5,5,Satisfied
Female,Loyal,45,Business,Eco,325,15.0,18.0,3,2,2,2,4,4,3,3,3,3,3,3,3,1,Dissatisfied
Female,Loyal,35,Personal,Eco,3413,0.0,0.0,2,2,2,2,4,3,5,4,4,4,4,5,4,4,Satisfied
Female,Loyal,58,Business,Eco,338,0.0,0.0,3,5,5,5,5,3,4,3,3,3,3,1,3,1,Dissatisfied
Male,Loyal,52,Business,Business,3376,102.0,94.0,4,4,5,4,5,5,4,4,4,4,4,3,4,4,Satisfied
Male,Loyal,47,Personal,Eco,1196,11.0,0.0,5,5,5,3,5,5,5,5,4,5,5,3,4,5,Satisfied
Female,Loyal,25,Personal,Eco,1998,4.0,2.0,4,4,4,4,3,1,1,4,4,4,4,2,4,2,Satisfied
Male,Loyal,59,Personal,Eco,1720,0.0,18.0,3,5,4,1,1,4,1,1,3,5,4,1,5,1,Dissatisfied
Male,Loyal,54,Business,Eco,1880,0.0,8.0,1,5,2,2,1,1,1,1,1,1,3,1,3,1,Dissatisfied
Male,Loyal,43,Business,Business,3624,0.0,1.0,4,4,4,4,3,5,4,3,3,3,3,3,3,5,Satisfied
Male,Loyal,22,Personal,Eco Plus,2733,9.0,0.0,3,5,3,2,5,3,1,5,3,2,5,4,4,5,Dissatisfied
Female,Loyal,43,Personal,Eco,1083,82.0,79.0,4,5,4,1,4,5,4,3,3,4,3,4,3,4,Dissatisfied
Female,Loyal,34,Personal,Eco,1624,17.0,8.0,5,5,5,5,4,5,5,5,5,5,4,5,5,3,Satisfied
Male,Loyal,49,Business,Business,2950,1.0,25.0,1,3,3,3,3,3,4,1,1,1,1,3,1,3,Dissatisfied
Female,Loyal,33,Business,Business,400,0.0,0.0,2,2,2,2,4,3,4,4,4,4,4,2,4,4,Satisfied
Female,Loyal,44,Business,Business,818,34.0,30.0,3,5,5,5,1,4,4,3,3,3,3,2,3,3,Dissatisfied
Male,Disloyal,22,Business,Eco,2901,0.0,0.0,3,3,3,4,3,3,3,3,1,4,4,1,4,3,Dissatisfied
Female,Loyal,52,Business,Business,351,1.0,0.0,3,3,3,3,4,4,4,4,4,4,4,4,4,3,Satisfied
Female,Loyal,27,Personal,Business,2362,0.0,1.0,4,4,4,3,1,4,1,1,4,2,5,4,4,1,Dissatisfied
Male,Loyal,14,Personal,Eco,1932,0.0,0.0,3,5,3,3,2,3,2,2,3,3,4,3,4,2,Dissatisfied
Female,Loyal,28,Business,Business,2000,0.0,0.0,1,1,1,1,3,3,3,3,5,1,3,5,5,3,Satisfied
Male,Loyal,12,Personal,Eco,2196,0.0,0.0,4,4,4,4,3,4,2,3,2,4,4,2,1,3,Dissatisfied
Female,Loyal,24,Personal,Eco,1988,0.0,0.0,1,1,1,1,5,4,5,5,5,5,5,5,5,4,Satisfied
Female,Loyal,72,Business,Business,2609,0.0,0.0,2,3,3,3,5,4,3,2,2,2,2,2,2,3,Dissatisfied
Female,Loyal,53,Business,Eco,1063,19.0,7.0,3,4,4,4,1,5,4,3,3,3,3,1,3,1,Satisfied
Male,Loyal,57,Business,Business,2742,0.0,0.0,4,4,5,4,4,4,5,5,5,5,5,3,5,4,Satisfied
Female,Loyal,39,Business,Business,2223,0.0,2.0,1,1,1,1,4,4,5,4,4,4,4,5,4,4,Satisfied
Male,Disloyal,40,Business,Eco,1358,0.0,0.0,2,1,2,3,5,2,5,5,3,5,3,2,2,5,Dissatisfied
Female,Disloyal,27,Business,Business,1290,16.0,14.0,1,1,1,2,4,1,4,4,4,3,3,4,2,4,Dissatisfied
Female,Loyal,56,Business,Business,2260,0.0,0.0,1,1,1,1,5,5,4,4,4,4,4,1,4,4,Satisfied
Female,Loyal,36,Business,Eco Plus,1221,8.0,13.0,3,1,1,1,3,4,3,3,1,1,4,4,3,3,Dissatisfied
Female,Loyal,17,Personal,Eco Plus,4498,0.0,0.0,3,3,3,3,2,5,4,2,2,2,2,4,2,4,Satisfied
Male,Loyal,56,Business,Eco,1685,113.0,111.0,3,1,2,1,3,3,3,3,3,4,4,1,3,3,Dissatisfied
Female,Loyal,39,Business,Business,2155,0.0,0.0,5,5,5,5,4,5,4,5,5,5,5,4,5,3,Satisfied
Female,Loyal,14,Personal,Eco,2512,0.0,0.0,4,2,2,2,1,4,5,4,4,4,4,3,4,4,Satisfied
Male,Disloyal,26,Business,Business,2100,0.0,0.0,4,4,4,1,5,4,5,5,5,3,5,5,5,5,Satisfied
Female,Loyal,52,Business,Eco Plus,561,38.0,34.0,5,4,4,4,2,1,1,5,5,5,5,3,5,3,Satisfied
Female,Loyal,55,Business,Business,1215,0.0,0.0,2,2,2,2,3,4,4,5,5,5,5,4,5,5,Satisfied
Male,Loyal,14,Business,Business,4779,18.0,13.0,3,2,2,2,3,3,3,3,1,1,4,4,3,3,Dissatisfied
Female,Loyal,33,Business,Business,1637,0.0,0.0,3,3,3,3,3,5,4,5,5,5,5,4,5,4,Satisfied
Female,Loyal,56,Business,Business,333,12.0,10.0,2,2,2,2,2,5,5,4,4,4,4,5,4,5,Satisfied
Female,Loyal,33,Business,Business,990,0.0,0.0,4,1,1,1,4,3,4,4,4,4,4,2,4,1,Dissatisfied
Female,Loyal,60,Personal,Eco,1698,2.0,0.0,1,1,1,1,2,5,4,5,5,5,5,3,5,5,Satisfied
Female,Loyal,58,Personal,Eco,231,13.0,9.0,1,1,1,1,3,1,3,5,5,4,4,3,5,4,Satisfied
Female,Loyal,33,Business,Business,3240,0.0,0.0,1,1,1,1,4,4,5,5,5,5,5,3,5,4,Satisfied
Male,Disloyal,24,Business,Eco,2995,59.0,89.0,3,4,4,2,3,3,3,3,1,5,1,3,2,3,Dissatisfied
Male,Loyal,22,Business,Business,2554,0.0,0.0,5,5,5,5,3,3,3,3,3,1,1,3,2,3,Satisfied
Male,Loyal,38,Personal,Eco,1673,0.0,13.0,4,5,4,1,5,4,5,5,5,4,2,2,1,5,Dissatisfied
Male,Loyal,57,Business,Business,3425,14.0,21.0,5,5,5,5,4,4,5,4,4,4,4,3,4,5,Satisfied
Male,Loyal,50,Business,Business,2075,1.0,6.0,5,5,5,5,2,4,4,5,5,5,5,3,5,4,Satisfied
Female,Disloyal,28,Business,Business,3175,0.0,0.0,4,4,4,4,2,4,2,2,4,3,4,5,4,2,Satisfied
Male,Loyal,16,Business,Eco,1422,1.0,0.0,2,2,2,2,2,3,2,2,1,1,4,4,4,2,Dissatisfied
Female,Disloyal,24,Business,Eco,2268,12.0,12.0,2,2,2,3,4,2,5,4,2,2,3,2,2,4,Dissatisfied
Male,Loyal,17,Personal,Eco,2949,10.0,0.0,2,2,2,3,5,2,5,5,2,3,3,3,3,5,Dissatisfied
Female,Disloyal,31,Personal,Eco,2225,69.0,60.0,3,4,3,3,5,3,5,5,3,1,3,4,3,5,Dissatisfied
Female,Disloyal,20,Business,Eco,2519,7.0,0.0,2,2,2,1,4,2,4,4,1,1,3,1,3,4,Dissatisfied
Male,Loyal,21,Personal,Eco,2205,0.0,0.0,2,5,2,4,2,2,2,2,4,4,4,5,4,2,Dissatisfied
Female,Disloyal,38,Business,Eco Plus,3768,2.0,7.0,1,2,2,5,2,5,5,4,5,3,3,5,2,5,Dissatisfied
Female,Loyal,28,Business,Eco,1642,12.0,21.0,2,4,4,4,2,2,2,2,1,3,3,2,3,2,Dissatisfied
Female,Loyal,25,Business,Business,1345,3.0,8.0,3,1,5,1,3,3,3,3,2,3,3,3,3,3,Dissatisfied
Male,Loyal,32,Business,Eco Plus,2176,0.0,0.0,2,4,4,4,2,2,2,2,3,5,4,2,4,2,Dissatisfied
Male,Loyal,50,Personal,Eco,1252,0.0,4.0,1,2,1,3,5,1,5,5,3,4,4,1,3,5,Dissatisfied
Female,Loyal,47,Personal,Eco Plus,752,0.0,0.0,4,2,4,3,1,3,3,5,5,4,5,1,5,2,Satisfied
Male,Loyal,49,Business,Business,1652,0.0,4.0,2,4,4,4,4,3,4,2,2,2,2,3,2,3,Dissatisfied
Female,Loyal,50,Business,Eco,180,0.0,0.0,2,3,3,3,3,1,5,2,2,2,2,1,2,4,Dissatisfied
Male,Loyal,66,Personal,Eco,1545,83.0,75.0,1,5,1,4,5,1,5,5,5,3,5,3,1,5,Dissatisfied
Female,Loyal,49,Business,Business,2173,4.0,4.0,4,4,4,4,5,3,4,5,5,5,5,4,5,4,Satisfied
Male,Loyal,51,Business,Business,108,0.0,0.0,5,4,5,5,5,4,4,5,5,4,4,3,5,4,Satisfied
Male,Loyal,22,Business,Business,5354,34.0,38.0,2,2,2,2,4,4,4,4,3,3,4,5,4,4,Satisfied
Female,Disloyal,47,Business,Eco,1587,39.0,25.0,1,2,1,4,2,1,2,2,3,1,4,4,4,2,Dissatisfied
Male,Loyal,11,Personal,Eco,1546,0.0,0.0,2,5,2,1,5,2,5,5,4,3,4,5,5,5,Dissatisfied
Female,Loyal,52,Business,Business,2114,30.0,29.0,1,1,1,1,3,4,4,4,4,4,4,5,4,5,Satisfied
Male,Disloyal,22,Business,Eco,1731,0.0,0.0,4,3,4,4,2,4,2,2,5,2,4,5,2,2,Satisfied
Female,Loyal,57,Business,Eco,472,77.0,98.0,4,5,5,5,3,5,3,4,4,4,4,4,4,3,Satisfied
Female,Loyal,38,Business,Business,2283,0.0,0.0,1,2,2,2,4,4,3,1,1,1,1,1,1,3,Dissatisfied
Male,Loyal,55,Business,Business,3646,1.0,2.0,1,1,4,1,3,4,5,5,5,5,5,4,5,5,Satisfied
Male,Loyal,28,Business,Business,3073,0.0,6.0,3,3,3,3,5,5,5,5,3,4,4,4,4,5,Satisfied
Female,Loyal,55,Business,Business,2411,6.0,0.0,2,2,2,2,2,5,5,4,4,4,4,4,4,4,Satisfied
Male,Disloyal,39,Business,Business,1370,0.0,0.0,3,3,3,3,5,3,5,5,4,5,4,4,4,5,Dissatisfied
Male,Loyal,25,Business,Business,4668,0.0,0.0,2,2,5,2,4,4,4,4,4,2,3,3,2,4,Satisfied
Female,Loyal,43,Business,Business,1550,0.0,0.0,3,3,3,3,4,5,4,5,5,5,5,5,5,3,Satisfied
Male,Loyal,42,Business,Business,2591,0.0,0.0,5,5,5,5,1,1,4,3,3,4,3,2,3,3,Satisfied
Male,Disloyal,27,Business,Eco,1839,27.0,23.0,2,2,2,1,1,2,2,1,3,1,4,3,1,1,Dissatisfied
Male,Loyal,24,Personal,Eco,2980,4.0,0.0,2,5,2,2,4,2,4,4,5,3,1,3,2,4,Dissatisfied
Male,Loyal,25,Personal,Eco,2724,0.0,0.0,1,1,1,2,4,1,4,4,1,5,3,3,3,4,Dissatisfied
Female,Disloyal,26,Business,Business,1649,0.0,1.0,1,1,1,4,2,1,5,2,4,2,3,3,4,2,Dissatisfied
Female,Loyal,69,Personal,Eco,1093,7.0,1.0,4,5,4,3,3,4,5,3,3,4,3,4,3,3,Satisfied
Female,Disloyal,20,Business,Eco Plus,2262,0.0,9.0,3,2,3,4,5,3,5,5,2,4,4,4,3,5,Dissatisfied
Female,Loyal,27,Business,Business,2958,39.0,25.0,3,3,3,3,4,4,5,4,3,2,5,4,3,4,Satisfied
Male,Loyal,28,Business,Business,3353,0.0,0.0,3,3,3,3,3,3,3,3,5,2,5,5,5,3,Satisfied
Female,Loyal,43,Business,Business,1300,0.0,0.0,2,2,5,2,5,5,5,3,3,3,3,3,3,4,Satisfied
Male,Disloyal,30,Business,Eco,1695,76.0,60.0,3,4,3,3,5,3,5,5,4,3,3,2,4,5,Dissatisfied
Female,Loyal,51,Personal,Eco Plus,388,4.0,9.0,4,5,5,5,4,4,4,4,3,4,5,4,5,4,Satisfied
Male,Loyal,65,Personal,Eco,2138,4.0,4.0,1,3,1,4,3,1,3,3,5,2,2,3,2,3,Dissatisfied
Female,Loyal,8,Personal,Eco,1653,1.0,0.0,4,2,2,2,2,2,5,4,4,4,4,4,4,1,Satisfied
Male,Loyal,53,Business,Eco,2121,26.0,22.0,4,4,4,4,4,4,4,4,2,5,4,1,3,4,Dissatisfied
Male,Loyal,52,Business,Eco Plus,2378,90.0,88.0,3,2,2,2,3,3,3,3,4,3,4,1,4,3,Dissatisfied
Male,Loyal,64,Personal,Eco,1199,0.0,0.0,1,4,1,4,3,1,4,3,3,4,5,3,4,3,Dissatisfied
Female,Loyal,61,Personal,Eco,388,15.0,8.0,3,3,4,3,4,5,4,4,4,4,4,3,4,5,Satisfied
Male,Loyal,57,Personal,Eco,3087,0.0,0.0,1,3,1,4,4,1,4,4,3,1,4,1,4,4,Dissatisfied
Male,Loyal,27,Personal,Eco,1663,0.0,0.0,5,2,5,1,1,5,1,1,2,4,1,1,1,1,Satisfied
Male,Loyal,40,Business,Business,2435,11.0,3.0,4,2,2,2,5,2,4,4,4,3,4,1,4,2,Dissatisfied
Female,Loyal,56,Personal,Eco,494,0.0,0.0,5,5,5,5,4,3,5,5,5,5,5,3,5,4,Satisfied
Female,Loyal,43,Business,Business,2283,0.0,0.0,2,2,2,2,3,4,4,5,5,5,5,3,5,5,Satisfied
Female,Loyal,25,Business,Business,5339,47.0,44.0,3,3,3,3,4,4,4,4,2,5,2,2,1,4,Satisfied
Female,Disloyal,49,Business,Business,2030,51.0,40.0,2,1,1,2,1,2,1,1,3,5,5,4,4,1,Dissatisfied
Male,Loyal,31,Business,Business,2115,127.0,123.0,3,4,4,4,3,3,3,3,3,3,4,1,4,3,Dissatisfied
Female,Loyal,13,Personal,Eco,1452,27.0,42.0,4,4,4,3,1,4,4,1,3,1,3,2,3,1,Dissatisfied
Female,Loyal,30,Personal,Eco,2354,0.0,0.0,4,4,4,4,4,4,4,3,1,3,1,4,2,4,Satisfied
Female,Loyal,31,Business,Business,2176,10.0,22.0,4,4,4,4,4,4,4,4,3,5,5,3,5,4,Satisfied
Female,Loyal,41,Business,Business,3090,8.0,0.0,4,4,4,4,5,5,5,4,4,4,4,4,4,3,Satisfied
Male,Loyal,35,Business,Eco Plus,1880,0.0,18.0,3,1,1,1,3,3,3,3,3,4,3,3,4,3,Dissatisfied
Female,Loyal,21,Personal,Eco,2515,0.0,0.0,1,1,1,1,4,5,4,5,5,5,5,5,5,3,Satisfied
Female,Loyal,21,Personal,Eco,2524,0.0,0.0,1,1,1,1,2,5,4,4,4,4,4,3,4,5,Satisfied
Female,Disloyal,32,Business,Business,1839,2.0,0.0,1,1,1,3,4,1,4,4,4,2,4,5,4,4,Dissatisfied
Female,Loyal,46,Business,Business,588,0.0,0.0,3,3,3,3,3,5,5,4,4,4,4,5,4,3,Satisfied
Female,Loyal,41,Business,Business,1621,0.0,0.0,1,5,1,1,4,4,2,5,5,5,5,2,5,4,Satisfied
Female,Loyal,33,Personal,Eco,2072,0.0,0.0,1,1,1,1,5,4,4,2,2,2,2,3,2,4,Satisfied
Male,Disloyal,43,Business,Eco,2446,22.0,20.0,4,1,4,3,4,4,5,4,2,1,2,4,3,4,Dissatisfied
Male,Loyal,16,Personal,Eco,2262,0.0,0.0,2,1,2,1,2,2,2,2,2,5,2,1,1,2,Dissatisfied
Male,Loyal,41,Business,Business,2395,1.0,0.0,1,1,1,1,3,4,4,4,4,4,4,4,4,4,Satisfied
Male,Loyal,18,Personal,Eco,2575,0.0,0.0,3,5,3,3,5,3,5,5,3,3,5,4,4,5,Dissatisfied
Male,Loyal,42,Business,Business,664,9.0,0.0,3,2,4,4,5,3,3,3,3,4,3,3,3,4,Dissatisfied
Female,Loyal,30,Business,Business,1348,3.0,0.0,3,3,3,3,4,4,4,4,2,3,3,2,3,4,Satisfied
Male,Loyal,15,Business,Eco,2176,0.0,0.0,1,2,2,2,1,1,2,1,4,2,3,4,3,1,Dissatisfied
Female,Loyal,54,Personal,Eco,82,0.0,0.0,3,3,3,3,4,4,4,4,4,4,5,4,5,4,Satisfied
Male,Loyal,35,Personal,Eco,3967,0.0,0.0,3,5,3,3,5,3,2,5,3,2,3,5,5,5,Dissatisfied
Male,Loyal,23,Personal,Eco,1709,23.0,14.0,2,5,2,3,2,2,2,2,5,3,5,3,4,2,Dissatisfied
Male,Loyal,27,Business,Eco,2106,112.0,108.0,2,1,1,1,2,2,2,2,4,2,2,4,3,2,Dissatisfied
Male,Loyal,23,Business,Business,2145,0.0,3.0,3,3,3,3,4,4,4,4,5,2,4,3,4,4,Satisfied
Female,Loyal,52,Business,Business,1620,7.0,0.0,4,4,4,4,4,5,4,4,4,4,4,5,4,4,Satisfied
Male,Loyal,27,Personal,Eco,1632,0.0,0.0,3,4,3,3,5,3,5,5,1,5,4,3,4,5,Dissatisfied
Male,Loyal,53,Business,Business,1420,61.0,39.0,5,5,5,5,4,5,5,5,5,5,5,3,5,3,Satisfied
Male,Loyal,41,Business,Business,2093,0.0,0.0,3,3,3,3,3,5,4,5,5,5,5,4,5,4,Satisfied
Male,Loyal,47,Business,Eco Plus,1695,0.0,0.0,4,5,5,5,4,4,4,4,4,3,1,5,5,4,Satisfied
Male,Disloyal,25,Business,Eco,1638,13.0,0.0,3,3,3,4,4,3,4,4,3,3,5,5,4,4,Dissatisfied
Female,Loyal,45,Business,Business,684,0.0,0.0,2,2,1,2,2,4,4,4,4,4,4,3,4,4,Satisfied
Male,Loyal,43,Business,Business,1023,0.0,0.0,1,1,4,1,3,4,4,5,5,5,5,4,5,5,Satisfied
Female,Disloyal,27,Business,Eco,1455,0.0,11.0,4,4,4,3,3,4,3,3,4,5,3,1,4,3,Dissatisfied
Male,Loyal,22,Personal,Eco,2174,6.0,17.0,2,4,3,2,4,3,4,4,3,2,4,5,5,4,Dissatisfied
Male,Loyal,69,Personal,Eco,1042,0.0,0.0,3,4,3,3,3,3,2,3,4,4,5,4,5,3,Dissatisfied
Male,Loyal,60,Business,Business,2139,0.0,0.0,2,2,2,2,5,5,5,4,4,4,4,3,4,3,Satisfied
Male,Loyal,40,Business,Eco,1903,11.0,3.0,2,3,3,3,2,2,2,3,2,3,5,2,1,2,Satisfied
Female,Loyal,64,Business,Business,2773,0.0,0.0,3,3,3,3,2,4,4,4,4,4,4,3,4,3,Satisfied
Male,Loyal,35,Business,Business,3811,17.0,8.0,3,3,3,3,3,5,4,5,5,5,5,4,5,4,Satisfied
Female,Loyal,50,Business,Eco,128,0.0,2.0,2,2,2,2,1,2,1,2,2,2,2,4,2,2,Satisfied
Male,Loyal,28,Personal,Eco,2836,9.0,41.0,4,5,4,3,4,4,4,4,5,2,4,5,5,4,Dissatisfied
Male,Disloyal,39,Business,Business,1972,0.0,0.0,4,3,3,1,5,3,3,5,5,5,5,4,4,5,Dissatisfied
Female,Loyal,25,Business,Business,4063,39.0,16.0,3,2,2,2,3,3,3,1,3,4,3,3,4,3,Dissatisfied
Female,Loyal,17,Business,Eco Plus,1704,0.0,2.0,2,3,3,3,2,2,4,2,4,1,3,4,4,2,Dissatisfied
Female,Loyal,62,Business,Eco Plus,470,0.0,0.0,4,1,1,1,4,3,2,5,5,4,5,1,5,4,Satisfied
Female,Loyal,9,Personal,Eco Plus,2095,0.0,0.0,2,2,2,2,5,5,4,4,4,4,4,3,4,5,Satisfied
Female,Loyal,22,Business,Business,3413,0.0,0.0,3,3,3,3,3,3,3,3,2,1,2,2,3,3,Dissatisfied
Male,Loyal,57,Business,Eco Plus,2238,17.0,10.0,3,2,2,2,3,3,3,3,1,3,4,3,3,3,Dissatisfied
Male,Disloyal,33,Business,Business,2347,0.0,1.0,3,3,3,4,2,3,2,2,3,3,4,4,4,2,Dissatisfied
Female,Disloyal,24,Business,Eco,1411,0.0,0.0,1,4,1,3,4,1,4,4,3,2,4,4,5,4,Dissatisfied
Female,Loyal,22,Business,Business,3991,0.0,17.0,1,1,1,1,4,4,4,4,4,4,5,3,4,4,Satisfied
Female,Loyal,36,Business,Eco,1924,0.0,0.0,4,2,2,2,4,4,4,4,3,4,5,3,2,4,Satisfied
Male,Loyal,46,Business,Business,1446,4.0,0.0,5,5,5,5,2,5,4,4,4,4,4,4,4,5,Satisfied
Male,Loyal,13,Personal,Eco,3681,2.0,0.0,3,4,3,3,3,3,3,3,1,3,4,3,3,3,Dissatisfied
Male,Loyal,26,Business,Business,1881,4.0,9.0,2,5,5,5,2,2,2,2,3,1,2,2,2,2,Dissatisfied
Male,Loyal,43,Business,Business,2293,19.0,6.0,1,1,1,1,5,4,4,1,1,1,1,1,1,2,Dissatisfied
Female,Loyal,49,Business,Eco Plus,763,0.0,0.0,5,3,3,3,4,3,2,5,5,5,5,5,5,4,Satisfied
Female,Loyal,29,Business,Business,4644,18.0,10.0,2,1,1,1,2,2,2,2,2,2,4,2,3,2,Dissatisfied
Female,Loyal,22,Business,Eco Plus,2531,0.0,12.0,3,1,1,1,3,3,1,3,4,5,3,2,3,3,Dissatisfied
Female,Loyal,44,Personal,Eco,1033,0.0,1.0,2,2,2,2,4,3,2,4,4,3,4,1,4,3,Satisfied
Female,Loyal,16,Personal,Eco,1885,0.0,2.0,5,5,5,2,5,5,5,5,5,3,4,5,5,5,Satisfied
Male,Loyal,37,Business,Business,1784,0.0,0.0,3,3,1,3,4,3,4,2,2,2,2,2,2,1,Satisfied
Female,Loyal,33,Business,Business,2045,15.0,0.0,1,1,1,1,4,4,4,4,4,4,4,4,4,5,Satisfied
Female,Loyal,29,Business,Business,4437,17.0,25.0,3,2,2,2,3,3,3,3,3,5,3,4,3,3,Dissatisfied
Female,Disloyal,50,Business,Eco,1801,0.0,17.0,1,1,1,3,1,1,1,1,1,4,3,1,3,1,Dissatisfied
Male,Disloyal,27,Business,Eco,2087,0.0,0.0,4,4,4,3,2,4,5,2,3,3,4,3,4,2,Dissatisfied
Female,Loyal,15,Personal,Eco,1670,2.0,0.0,3,3,3,3,5,5,5,5,5,5,5,3,5,3,Satisfied
Male,Loyal,8,Personal,Eco,1601,0.0,0.0,2,4,2,3,3,2,3,3,1,4,3,4,3,3,Dissatisfied
Female,Loyal,43,Business,Business,3196,32.0,50.0,3,1,1,1,3,2,3,3,3,3,3,1,3,4,Dissatisfied
Male,Loyal,41,Business,Business,696,15.0,0.0,2,2,2,2,5,5,5,4,4,4,4,3,4,5,Satisfied
Female,Loyal,63,Personal,Eco,1540,20.0,17.0,2,5,5,5,2,2,2,2,1,4,5,1,5,2,Satisfied
Male,Disloyal,20,Business,Eco,2272,0.0,0.0,3,3,3,4,4,3,4,4,4,1,3,2,3,4,Dissatisfied
Male,Loyal,55,Business,Business,332,11.0,8.0,4,4,4,4,4,5,5,4,4,4,4,4,4,4,Satisfied
Female,Loyal,43,Business,Business,213,65.0,85.0,1,5,5,5,5,4,3,2,2,2,1,2,2,3,Dissatisfied
Female,Loyal,40,Business,Business,4022,0.0,0.0,5,5,5,5,3,5,4,5,5,5,5,4,5,3,Satisfied
Female,Loyal,49,Business,Eco Plus,491,0.0,0.0,1,2,2,2,5,3,3,1,1,1,1,2,1,2,Dissatisfied
Female,Loyal,34,Business,Business,2536,0.0,0.0,5,5,5,5,5,4,4,1,1,2,1,3,1,1,Satisfied
Female,Disloyal,29,Business,Eco,1496,47.0,39.0,4,1,4,4,1,4,1,1,2,1,3,4,4,1,Dissatisfied
Male,Loyal,22,Business,Business,4879,0.0,0.0,3,3,3,3,5,5,5,5,1,4,2,1,4,5,Satisfied
Female,Loyal,43,Business,Business,412,0.0,0.0,1,1,1,1,5,3,3,4,4,4,4,1,4,4,Satisfied
Male,Loyal,17,Business,Business,2805,0.0,0.0,4,2,2,2,2,2,4,2,3,2,3,4,3,2,Dissatisfied
Female,Loyal,56,Business,Business,2592,0.0,3.0,4,4,4,4,5,5,5,5,5,5,5,4,5,5,Satisfied
Female,Loyal,47,Business,Business,203,0.0,0.0,1,1,1,1,5,5,5,5,5,5,4,5,5,5,Satisfied
Male,Loyal,45,Business,Business,2963,0.0,0.0,2,3,3,3,2,4,4,2,2,3,2,1,2,2,Dissatisfied
Female,Loyal,32,Personal,Eco,1686,0.0,0.0,1,1,2,1,4,5,4,4,4,4,4,4,4,3,Satisfied
Male,Disloyal,23,Business,Business,2021,0.0,0.0,3,4,3,3,3,3,3,3,4,2,4,4,3,3,Dissatisfied
Female,Loyal,44,Business,Eco,265,10.0,11.0,2,1,1,1,3,2,3,3,3,2,3,2,3,4,Dissatisfied
Male,Loyal,39,Personal,Eco,2110,0.0,0.0,3,5,3,1,3,3,3,3,5,3,4,3,4,3,Dissatisfied
Male,Loyal,51,Business,Business,3395,0.0,11.0,2,2,2,2,3,4,4,5,5,5,5,4,5,3,Satisfied
Female,Disloyal,24,Business,Eco,2584,21.0,46.0,3,3,3,4,2,3,2,2,3,1,4,2,3,2,Dissatisfied
Male,Loyal,56,Business,Business,2883,0.0,8.0,4,4,4,4,4,4,4,3,5,3,4,4,5,4,Satisfied
Male,Loyal,23,Business,Business,1736,2.0,0.0,3,2,2,2,3,3,3,3,4,5,3,3,3,3,Dissatisfied
